text,lang
I saved $330.00 for SCIENCE by playing Spotting Deepfake Videos! https://t.co/P9pM0Llp65 #VolunteerScience via… https://t.co/6MCrvjkw57,en
"RT @anuraag_saxena: Journalists who couldn’t survive 9th standard science are all Electrical surge experts today 🤦🏻‍♂️😉. 
#SabMayaHai n/n",en
"RT @jameshohmann: Dr. John Murray, Pioneering Lung Expert, Dies at 92

Internationally recognized in pulmonology, he helped define acute re…",en
RT @GauterioAna: @leandroruschel https://t.co/1rsGm7xhEq,und
"RT @mcsole: Proud to unveil my new EP: 
""Worlds Not Yet Gone""
Probably the ""weirdest"" record I've put out in my career.
short story science…",en
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
"RT @QasimRashid: On Feb 25 @kayleighmcenany declared that under Trump “We will not see Coronavirus come here” to United States

As of today…",en
RT @Mazarinemsl: Paris Descartes qui nous parle de partiels en ligne avec reconnaissance faciale et logiciel espion mais MDR commencez par…,fr
Tremendously pleased that our paper 'Reimagining writing Twitter bots to deal with your anxiety in cosmic limits –… https://t.co/iBrDX5yixs,en
RT @ritaberaldo: O fracasso de Trump em agir rapidamente desencadeou um efeito dominó que agora põe em risco grandes áreas dos EUA.  Você p…,pt
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
RT @derekhaas: Thanks to all the scientists and the science teachers who inspired them when they were kids.,en
"@marcmunky @deactivate8736 Keep on telling a political science major that he knows nothing about politics, it’s hil… https://t.co/h7MRSupFyU",en
"RT @ESA_EO: Together with @EU_Commission, @esa and @EO_OPEN_SCIENCE we initiated two new activities to explore how to use #EarthObservation…",en
"RT @primlies: 🎁 GIVEAWAY TIME! 🎁 
rules are simple just follow me like and rt and reply what your native fruit is.. it’s for science. it en…",en
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
RT @Ophlie24371321: @Sicut_Lupus @mirandadied4u @IngridIngwah @CindyJCsGirl007 @underandover99 @TheGod_Particle @DriftlessProf @Freewillbur…,en
"The wrapped text of this label says ""Royal Natural History Museum of the University of Genova"". History meets palae… https://t.co/HajvrF97OO",en
"How can we meet our basic need for human contact during a pandemic? Social neuroscience offers some useful tools, w… https://t.co/50kY8y1tM9",en
"RT @NYTObits: A leading figure in pulmonology, Dr. John Murray helped define acute respiratory distress syndrome, a condition that led to h…",en
"RT @PhilArballo2020: @TheDailyShow I'm the Democratic nominee running against @DevinNunes.

I know times are tough, but if you want to repl…",en
RT @Mazarinemsl: Paris Descartes qui nous parle de partiels en ligne avec reconnaissance faciale et logiciel espion mais MDR commencez par…,fr
"RT @RBReich: The Trump admin. eliminated a pandemic early-warning program aimed at stopping the spread of dangerous viruses. Since 2009, th…",en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
RT @DESElisabeth: Selon l'article paru hier 2 avril dans la revue Science la transmission du coronavirus est possible dans l'air respiré mê…,fr
"RT @lucasmorin_eolc: Let's have a look.

To read the paper, just click here:
https://t.co/K4hrDQsn2O https://t.co/sxB3MNtOMj",en
@Narsimha_77 @VoraUttam3 @AskAnshul Proper Book से इसलिए नहीं पड़ा क्योंकि उसमें wide और extra syllabusआता है। अगर… https://t.co/2vq5JhywZq,hi
"RT @Animals1st: The next pandemic is already coming, unless humans change how we interact with wildlife, scientists say

https://t.co/kwS9p…",en
RT @spectatorindex: SCIENCE: Chairman of Global Carbon Project says coronavirus outbreak could result in biggest fall in carbon emissions s…,en
"How science finally caught up with Trump's playbook – with millions of lives at stake

https://t.co/Y1UaPAw4Vc",en
"RT @DrLeanaWen: .@realdonaldtrump just said: ""if it were up to the doctors, they'd shut down the entire world."" Actually, if it were up to…",en
"RT @BrandeisScience: ""Pandemic Pandemonium: Why Can’t We Just Treat COVID-19?"" - 
new teaching case authored by Biology faculty and staff @…",en
@sugeranas Science is on my side,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
RT @ZEROCO2_: Is hydrogen the solution to net-zero home heating? https://t.co/2br2a1TT6x #itstimetochange @ZEROCO2_,en
"RT @_NazMs: People that failed GCSE science are now talking about "" radiation"" this world.",en
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
"RT @melindagates: As we go through this difficult time with #COVID19, I'm thinking about 3 key things we need to do:
1. Listen to science &amp;…",en
@wordamentalist It'll be that 'home schooling lot wae their science lessons.. 😂,en
@BigPermie @AlexBerezow @USATODAY @usatodayopinion In other words there’s no hard science behind the denominator in either case,en
"RT @nglinsman: One model gets peer reviewed, the other does not. Guess which one shaped the government's policy?!!! https://t.co/FbsthUZn1H",en
"RT @EU_Commission: Together we are stronger!

Scientists and researchers @EU_ScienceHub and @WHO are joining forces to create a knowledge s…",en
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
"RT @iAHMEDsalleh: العلماء اكتشفو إن Ivermectin نجح في وقف تكاثر فيروس كورونا المستجد داخل الخلايا في المعمل (خلال 48 ساعة فقط)

 الآن يعملو…",ar
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
… we even put together a “how to” guide for creating effective whiteboard-style science videos with little more tha… https://t.co/3EKUgebGjp,en
@underandover99 @mirandadied4u @Sicut_Lupus @Canna420Uk @TheGod_Particle @CindyJCsGirl007 @DriftlessProf… https://t.co/jEUqgwOs8z,en
@BorisJohnson_MP I think science is trying to compete God creation,en
"RT @Symply_Tacha: I remember this very famous and controversial DEBATE😹
“SCIENCE has done more HARM than GOOD in the SOCIETY “
•
•
#TachaPa…",en
"RT @Greyseeker: This may be a gross overgeneralization but it seems folks older than me think CV19 is simply the flu, and folks younger thi…",en
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
@alouveraa Anything nay. Hahahaha. Pero romcom and with science stuff siguro. Tsaka mga tearjerker. Hahahahaha,tl
"According to my research, I have concluded that the hotdog is in fact not a sandwich, but indeed a taco. Your welco… https://t.co/IrKx5BpX2M",en
The inexact science involved in predicting the likely path of COVID-19 https://t.co/keOaKpUx0f https://t.co/tMpbhAQmfa,en
RT @iSultanMD: خبر يهز الإنترنت: دواء للديدان مصرح به من FDA رخيص الثمن يعالج فايروس كورونا المستجد، الخبر صحيح لكن البحث أجري في المختبر ع…,ar
The inexact science involved in predicting the likely path of COVID-19 https://t.co/Jvv5nQ9k6b https://t.co/V6yOemuIXh,en
The inexact science involved in predicting the likely path of COVID-19 https://t.co/4VwaUCcFCj https://t.co/TPD9c4LoPo,en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
"RT @AgentMajeur: LIVE ! Dans 10 minutes, @MathieuRouault et @BienDansMaThese parleront de la rédaction de thèse en période de confinement a…",fr
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
RT @podeus69: Avec #NePerdonsPlusDeTemps  R.I.P la méthode scientifique. Une pétition a plus d'importance que le travail des scientifiques.…,fr
@HattonAcademies We've made our complete curriculum programme for science for children aged 4-14 years free to scho… https://t.co/2jxdMC4Z3H,en
@BakedGoodsYYC @trapdinawrpool @MittRomney @stephenharper @realDonaldTrump Both you &amp; @trapdinawrpool agree that… https://t.co/jVS5V2VUe1,en
"RT @NewYorker: For thousands of years, a parasite with no name lived happily among horseshoe bats in southern China. Then it found a new sp…",en
RT @MUNGeog: 🌟 Huge congrats to @MemorialU Geography @gradstudies PhD student Christina Goldhar @newhomenorth for being named a 2020 @fdnPE…,en
America is Doomed with science like this https://t.co/Go4aNCrVaf,en
"RT @arstechnica: ""Given that we probably have weeks to months to go before properly controlled clinical-trial data allows us to make conclu…",en
"RT @Telegraph: Michael Gove: The conspiracies being shared via social media that 5G masts are spreading #Covid19 is ""dangerous nonsense""
ht…",en
"RT @ntumba_eric: La science ça se respecte. Les tonneaux vides font le plus de bruit. On veut tout désacraliser ici (les titres, la nobless…",fr
RT @benwonx: อย่างไรก็ตาม ผู้เขี่ยวขาญบอกว่า #ไวรัสโคโรนา #โควิด19 ไม่ได้มีผลโดยตรงต่อจำนวนแม่เต่า แต่การไม่มีมนุษย์รบกวนจะลดความเสียหายของ…,th
@LemonEmilyyy I suppose I’m looking at it for a different angle. We’re all taught evolution here and science is a c… https://t.co/KD7iXFvwsQ,en
"RT @SputnikInt: Terrifying ‘red sign’ of doom etched in Japan’s sky 1,400-years ago finally explained

https://t.co/U01QRuvEnb",en
Trump administration ended coronavirus detection program - Los Angeles Times How can anyone approve of how the… https://t.co/XPimf2kW7J,en
research-based facts about #ClimateChange to the masses world over. The members will engage in work across climate… https://t.co/wy0ZnAEvlu,en
"RT @DrDenaGrayson: Lots of questions about #masks.

Bottom line: most DIY masks *may* protect others from you, but likely won’t protect you…",en
5th April Science 9PM 9minutes https://t.co/VJM05SzDow via @YouTube,en
Tre uger inde i Coronakrisen nærmer påsken sig. Jeg vil gerne benytte lejligheden til at takke studerende og medarb… https://t.co/mm3Okc50Lh,da
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
"However all the points were not covered, this is a good bundle for the helmet The “helmet bundle” in COVID-19 patie… https://t.co/ADLAxIelRQ",en
"RT @SteveRickettsSP: @lamphieryeg @ElizabethMay good ole Gary, still strutting his science illiteracy. 

should we show him this map showin…",en
"RT @aaronbergcomedy: Happy Saturday.

Fuck the lady in Wuhan who chopped up the bat.
Fuck China for lying.
Fuck the government for being so…",en
RT @Luc_Gerard: (4) je pense q’au delà de l émotion et de la maladresse par lequel la polémique s est installé. On parle de vaccination et…,fr
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
RT @plsleaveamsg: Black people have had vaccines for syphilis tested on them and been sterilized without their knowledge and consent; that'…,en
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
"@BakedGoodsYYC I asked for the #science.

Do you have it?

#CdnPoli #SciComm #Education #Psychology",en
@RealJamesWoods She did this at the Science Fair. Won a blue ribbon.,en
RT @PeterStefanovi2: The Institute of Biomedical Science says equipment shortages make it unlikely the government will achieve its goal of…,en
"So, this proves my theory that you are indeed born with rhythm. 

Hooray for science!! https://t.co/fOWgy9H4WO",en
RT @benwonx: อย่างไรก็ตาม ผู้เขี่ยวขาญบอกว่า #ไวรัสโคโรนา #โควิด19 ไม่ได้มีผลโดยตรงต่อจำนวนแม่เต่า แต่การไม่มีมนุษย์รบกวนจะลดความเสียหายของ…,th
"RT @philippeherlin: ABJECT : vaste étude sur l’efficacité de la #chloroquine au CHU d’Angers
&gt; sur 1.300 patients, la moitié vont recevoir…",fr
@mtracey It was a topic in a community college class I took almost 20 years ago that was a 101 course that a lot of… https://t.co/NESdFVFXnD,en
@samhaydenn_ “I think it’s a science term” SENT. ME.,en
"RT @EricTopol: A masterful deconstruction: the alarm bells were ringing, but no one, particularly @POTUS, was listening
 https://t.co/u7nCs…",en
"RT @TheOliveKnife: Modi ji is miles and miles ahead of people who mock him today

Data Science &amp; Astrology have a lot of similarities. Both…",en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
"Like it's not rocket science or even close Tbh
Why would anybody shit in there own backyard https://t.co/rbNcFfWMXQ",en
"@Proton_Doctor Aur Kitna pada Likha chahiye,Master in entire political science",tl
"RT @AC360: ""It's a false distinction between faith and science, and there seems to be this strain of anti-government, anti-science and a li…",en
"RT @joelymack: So, how come Hancock is cleared to swan around apparently 'virus-free' after 7 days - even though we know the science says a…",en
"RT @DrDenaGrayson: Lots of questions about #masks.

Bottom line: most DIY masks *may* protect others from you, but likely won’t protect you…",en
RT @TandCTODAY: The inexact science involved in predicting the likely path of COVID-19 https://t.co/4VwaUCcFCj https://t.co/TPD9c4LoPo,en
RT @mtnviewgazette: The inexact science involved in predicting the likely path of COVID-19 https://t.co/keOaKpUx0f https://t.co/tMpbhAQmfa,en
RT @mtnviewgazette: The inexact science involved in predicting the likely path of COVID-19 https://t.co/keOaKpUx0f https://t.co/tMpbhAQmfa,en
RT @AirdrieCityView: The inexact science involved in predicting the likely path of COVID-19 https://t.co/Jvv5nQ9k6b https://t.co/V6yOemuIXh,en
RT @ABlinken: President Trump said no one could have predicted the Coronavirus.  Maybe he should not have eliminated a program literally ca…,en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
RT @TandCTODAY: The inexact science involved in predicting the likely path of COVID-19 https://t.co/4VwaUCcFCj https://t.co/TPD9c4LoPo,en
RT @mtnviewgazette: The inexact science involved in predicting the likely path of COVID-19 https://t.co/keOaKpUx0f https://t.co/tMpbhAQmfa,en
RT @TandCTODAY: The inexact science involved in predicting the likely path of COVID-19 https://t.co/4VwaUCcFCj https://t.co/TPD9c4LoPo,en
"RT @_NazMs: People that failed GCSE science are now talking about "" radiation"" this world.",en
RT @spectatorindex: SCIENCE: Chairman of Global Carbon Project says coronavirus outbreak could result in biggest fall in carbon emissions s…,en
https://t.co/AJ2Se96rUB,und
@mark_omahony1 @Niall_Boylan &amp; it's precisely because there's evidence/contrary for climate that they are so adaman… https://t.co/wYYjKtJoyS,en
@cstross @samitbasu I have some popular science and politics podcasts I listen to while working (I can code while l… https://t.co/lLqn2dM4tp,en
Material science. I’ve never repeated something so many times in my life 😭 https://t.co/qK3Tm0ur9V,en
Where can I find online materials (notes &amp; exercise) for Dual Language Program subjects - Science &amp; Maths? My daugh… https://t.co/oHvRh2MOLA,en
RT @Khanoisseur: Studies show that H1N1 triggered Type 1 Diabetes in Norwegians. Genetics 🧬 may play a role but we have no idea what types…,en
@FMoCDENigeria Anybody that is well incline in science knows that there is nothing scientifically similar between… https://t.co/NDeZacaL5B,en
"RT @TheOliveKnife: 5 April at 9 Pm 🪔

While an ordinary graduate invokes Quantum Physics and so-called science graduates and engineers/Doct…",en
@MarkKendall_GW Doesn’t take rocket science to figure this one out. By the way...  I get this impression that every… https://t.co/HLYrEQwiZx,en
"RT @philippeherlin: ABJECT : vaste étude sur l’efficacité de la #chloroquine au CHU d’Angers
&gt; sur 1.300 patients, la moitié vont recevoir…",fr
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
"RT @ReformedBroker: Bad News Wrapped in Protein

This is the science piece everyone will be reading this weekend 

https://t.co/2McNONXdbp…",en
RT @NorfolkBea: 10 years to save 'world’s most threatened sea turtle' https://t.co/B5Kb3CUSqn,en
RT @ericsson: Hundreds of Ericsson volunteers are taking on the COVID-19 Open Research Dataset Challenge. Here’s how they're developing inn…,en
@DrSidMukherjee I'm still trying to understand the science and politics behind social distancing recommemdations. C… https://t.co/2nO1sD0ISW,en
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
RT @maddie_sofia: A moment of pure science joy to lift your spirits. One of our goofiest episodes of #NPRShortWave. An epic evolutionary ba…,en
"RT @minicnair: When Jonas Salk invented the polio vaccine, @rahulkanwal  it was for the world. Not for a community. Nobody called  polio a…",en
@EPAAWheeler should not be allowed to censor science. Join me and call on the @EPA to block his and… https://t.co/A1WSdI38SF,en
"RT @680NEWS: Pandemic experts say such projections are not really meant to predict the future, but rather to provide a general guide for po…",en
"@realDonaldTrump Where did you get your medical degree? Oh thats right, you don’t believe in science.",en
"RT @zuluagajorge: Un remedio para #COVIDー19 : Ivermectin, funciona in vitro, reduce duplicación del virus, existe en todo el mundo (es usad…",es
@asclvicepres We've made our complete curriculum programme for science for children aged 4-14 years free to schools… https://t.co/YrGoTaf6oG,en
RT @nerdclapback: As a practitioner of science I am all in on wearing a mask to do my part. As a Black man in America I am genuinely concer…,en
"RT @SPGatUCSF: Science policy work for all while you’re quarantined. 

You heard us! Sign this form👇to SAVE stem cell RESEARCH FUNDING in C…",en
"Please have a look at poster 108 - Iron dyshomeostasis and Ferroptosis in Alzheimer's disease. https://t.co/BAwOupYV39
#AATADPD",en
I saved $330.00 for SCIENCE by playing Spotting Deepfake Videos! https://t.co/P9pM0Llp65 #VolunteerScience via… https://t.co/6MCrvjkw57,en
"RT @anuraag_saxena: Journalists who couldn’t survive 9th standard science are all Electrical surge experts today 🤦🏻‍♂️😉. 
#SabMayaHai n/n",en
"RT @jameshohmann: Dr. John Murray, Pioneering Lung Expert, Dies at 92

Internationally recognized in pulmonology, he helped define acute re…",en
RT @GauterioAna: @leandroruschel https://t.co/1rsGm7xhEq,und
"RT @mcsole: Proud to unveil my new EP: 
""Worlds Not Yet Gone""
Probably the ""weirdest"" record I've put out in my career.
short story science…",en
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
"RT @QasimRashid: On Feb 25 @kayleighmcenany declared that under Trump “We will not see Coronavirus come here” to United States

As of today…",en
RT @Mazarinemsl: Paris Descartes qui nous parle de partiels en ligne avec reconnaissance faciale et logiciel espion mais MDR commencez par…,fr
Tremendously pleased that our paper 'Reimagining writing Twitter bots to deal with your anxiety in cosmic limits –… https://t.co/iBrDX5yixs,en
RT @ritaberaldo: O fracasso de Trump em agir rapidamente desencadeou um efeito dominó que agora põe em risco grandes áreas dos EUA.  Você p…,pt
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
RT @derekhaas: Thanks to all the scientists and the science teachers who inspired them when they were kids.,en
"@marcmunky @deactivate8736 Keep on telling a political science major that he knows nothing about politics, it’s hil… https://t.co/h7MRSupFyU",en
"RT @ESA_EO: Together with @EU_Commission, @esa and @EO_OPEN_SCIENCE we initiated two new activities to explore how to use #EarthObservation…",en
"RT @primlies: 🎁 GIVEAWAY TIME! 🎁 
rules are simple just follow me like and rt and reply what your native fruit is.. it’s for science. it en…",en
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
RT @Ophlie24371321: @Sicut_Lupus @mirandadied4u @IngridIngwah @CindyJCsGirl007 @underandover99 @TheGod_Particle @DriftlessProf @Freewillbur…,en
"The wrapped text of this label says ""Royal Natural History Museum of the University of Genova"". History meets palae… https://t.co/HajvrF97OO",en
"How can we meet our basic need for human contact during a pandemic? Social neuroscience offers some useful tools, w… https://t.co/50kY8y1tM9",en
"RT @NYTObits: A leading figure in pulmonology, Dr. John Murray helped define acute respiratory distress syndrome, a condition that led to h…",en
"RT @PhilArballo2020: @TheDailyShow I'm the Democratic nominee running against @DevinNunes.

I know times are tough, but if you want to repl…",en
RT @Mazarinemsl: Paris Descartes qui nous parle de partiels en ligne avec reconnaissance faciale et logiciel espion mais MDR commencez par…,fr
"RT @RBReich: The Trump admin. eliminated a pandemic early-warning program aimed at stopping the spread of dangerous viruses. Since 2009, th…",en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
RT @DESElisabeth: Selon l'article paru hier 2 avril dans la revue Science la transmission du coronavirus est possible dans l'air respiré mê…,fr
"RT @lucasmorin_eolc: Let's have a look.

To read the paper, just click here:
https://t.co/K4hrDQsn2O https://t.co/sxB3MNtOMj",en
@Narsimha_77 @VoraUttam3 @AskAnshul Proper Book से इसलिए नहीं पड़ा क्योंकि उसमें wide और extra syllabusआता है। अगर… https://t.co/2vq5JhywZq,hi
"RT @Animals1st: The next pandemic is already coming, unless humans change how we interact with wildlife, scientists say

https://t.co/kwS9p…",en
RT @spectatorindex: SCIENCE: Chairman of Global Carbon Project says coronavirus outbreak could result in biggest fall in carbon emissions s…,en
"How science finally caught up with Trump's playbook – with millions of lives at stake

https://t.co/Y1UaPAw4Vc",en
"RT @DrLeanaWen: .@realdonaldtrump just said: ""if it were up to the doctors, they'd shut down the entire world."" Actually, if it were up to…",en
"RT @BrandeisScience: ""Pandemic Pandemonium: Why Can’t We Just Treat COVID-19?"" - 
new teaching case authored by Biology faculty and staff @…",en
@sugeranas Science is on my side,en
RT @BreitbartNews: Women are leading the charge to put laws in place to protect female athletes from competing against biological male “tra…,en
RT @ZEROCO2_: Is hydrogen the solution to net-zero home heating? https://t.co/2br2a1TT6x #itstimetochange @ZEROCO2_,en
"RT @_NazMs: People that failed GCSE science are now talking about "" radiation"" this world.",en
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
"RT @melindagates: As we go through this difficult time with #COVID19, I'm thinking about 3 key things we need to do:
1. Listen to science &amp;…",en
RT @leesgirl9: @JillEHughes @ericgarland @jbadomics @pleasexplainMrI Two months before the novel coronavirus likely began spreading in Wuha…,en
RT @PeterStefanovi2: The Institute of Biomedical Science says equipment shortages make it unlikely the government will achieve its goal of…,en
"RT @oh_melodylane: @catturd2 A model is NOT “science” and it is not “truth.” It is merely a prediction based on subjective input. 

Left wi…",en
"RT @AndrewM_Webb: I'm having trouble concentrating on science animations right now, so instead here are some screenshots from my favourite…",en
RT @michelsonmori: @sugikota 先ほどはご教示ありがとうございます。撤回のページに貼られたリンクのPDFによると「一時差し止め，のちほど修正版を出す」とありますね。 https://t.co/Po5WmTXSbn,ja
RT @NYTScience: The coronavirus genome is filled with mysterious proteins the function of which scientists don't yet fully understand https…,en
RT @chrfield: Chapter by Adam Pellegrini @eco_pelle &amp; Rob Jackson @StanfordEarth in 'Advances in Ecological Research' reviews timescales of…,en
"RT @temite: I know we are going to forget but I hope we invest in manufacturing, science and tech, and building our health system! I will a…",en
"“On 6 March, a group of epidemiologists at Imperial College London likened Covid-19, which by that point had alread… https://t.co/qTeyBkjIKr",en
RT @theparanoidhypo: Hmmmm.......Hope in Science https://t.co/OD8NFdKfNl,en
"RT @FederalistNo78: “Tracing its roots to a military psychiatry laboratory established in Germany in 1977, USAMRD-W original mission was to…",en
RT @WoodsHoleSeaGnt: Looking for ideas for science-related activities for children learning at home right now?  We've put together a page o…,en
"@Symply_Tacha Science student are better than Art student 
and I will start sweating 

#TachaPavedTheWay",en
@EdwardGerwer Science is gay,en
"@DonaldJTrumpJr You dad took the cheese.  His enemies are leading him to ruin and he is willingly going.

Pivot har… https://t.co/GlyQn0bOx5",en
@IAmJulietJames @veronicagarnett @chr1styharrison @yrfatfriend It is a non credible source. And one of them was a l… https://t.co/KyVZWqgD3A,en
"RT @_NazMs: People that failed GCSE science are now talking about "" radiation"" this world.",en
The best days of my life were back when I understood what was happening in science 😪,en
"RT @JimBarrett: This is a 392 years old Greenland Shark that was located in the Arctic Ocean. He's been wandering the ocean since 1627.
Pho…",en
"RT @anuraag_saxena: Journalists who couldn’t survive 9th standard science are all Electrical surge experts today 🤦🏻‍♂️😉. 
#SabMayaHai n/n",en
RT @latimes: Coronavirus kills some people and hardly affects others: How is that possible? https://t.co/FwX1a7ZV3W,en
"Geology/Earth Science related games that can keep anyone busy during the quarantine:
https://t.co/21tgL6eb0v… https://t.co/B1PLbRoZdt",en
RT @GeraldLMcgee: @IslamRizza #AfricanAmericanHistoryMonth #AmericanIdol #Males #SupportTheArts #protecting #informing #TruthBeTold #TopicT…,und
@farganxsamu EL SOLCITO DE MARK YA LO FELICITÓ MI SCIENCE BROS CAMI QUEIRO LLORAR 😭😭😭,es
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
@JorgeIvanOspina https://t.co/80Sujzne2j  hay ventanas que se están abriendo en medio de la pandemia,es
"RT @EricTopol: There's been recent reports of the crystal structure of #COVID19. But now the crystal structure of the antibody, derived fro…",en
"RT @Emily_Baum: NEW: Two months before the novel coronavirus likely began spreading in Wuhan, the Trump administration ended a $200-million…",en
RT @MarkJacob16: This wasn't an honest difference of opinion. This was a conspiracy of science denial for political purposes. People are dy…,en
"However all the points were not covered, this is a good bundle for the helmet The “helmet bundle” in COVID-19 patie… https://t.co/ADLAxIelRQ",en
"RT @SteveRickettsSP: @lamphieryeg @ElizabethMay good ole Gary, still strutting his science illiteracy. 

should we show him this map showin…",en
"RT @aaronbergcomedy: Happy Saturday.

Fuck the lady in Wuhan who chopped up the bat.
Fuck China for lying.
Fuck the government for being so…",en
RT @Luc_Gerard: (4) je pense q’au delà de l émotion et de la maladresse par lequel la polémique s est installé. On parle de vaccination et…,fr
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
"RT @BorisJohnson_MP: Michael Gove saying how important it is to follow the science and listen to experts.

Oh, sorry, wrong video.
#COVID20…",en
RT @plsleaveamsg: Black people have had vaccines for syphilis tested on them and been sterilized without their knowledge and consent; that'…,en
